file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness (mm),Homogenization (Celsius/Seconds),homog_steps,homog_time_total_s,homog_temp_max_C,homog_T_time_weighted_C,homog_time_at_ge_520C_s,adequate_homog,Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Seconds),recryst_type,recryst_steps,recryst_time_total_s,recryst_temp_max_C,recryst_T_time_weighted_C,adequate_recryst,adequate_recryst_batch,adequate_recryst_flash,Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,flag_missing_YS,flag_missing_UTS,flag_missing_FractureEL,flag_missing_UniformEL,flag_missing_YPE,Homogenization_RAW,Recrystallization annealing_RAW,comp_sum_before,comp_fix_applied,comp_sum_after,Al_RAW,Si_RAW,Fe_RAW,Cu_RAW,Mn_RAW,Mg_RAW,Cr_RAW,Ni_RAW,Zn_RAW,Ti_RAW,Zr_RAW,Sc_RAW,Other_RAW
AA5xxx Card - 025A.docx,AA5xxx,025A,94.31499994,0.08,0.3,1e-08,0.7,4.5,0.1,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,174.0,323.0,25.0,26.0,1.6,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,70.0,400/7200,batch,1,7200,400.0,400.0,1,1,0,28.0,,,0,0,0,0,0,540°C > 5 hours,"batch annealing, 400°C 2 hours",5.685000069999999,1,100.0,1e-08,0.08,0.3,1e-08,0.7,4.5,0.1,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026A.docx,AA5xxx,026A,94.69499993,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,140.0,275.0,,21.0,1.3,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,14.4,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.30500008,1,100.0,1e-08,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026B.docx,AA5xxx,026B,94.69499993,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,132.0,277.0,,21.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,20.7,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.30500008,1,100.0,1e-08,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026C.docx,AA5xxx,026C,95.07499993,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,125.0,253.0,,21.0,1.2,mould casting,40.0,,0.0,0.0,,,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,15.8,,,0,0,0,1,0,25°C 12 hours,"batch annealing, 370°C 1 hour",4.925000079999999,1,100.0,1e-08,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026D.docx,AA5xxx,026D,95.07499993,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,106.0,251.0,,21.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,47.0,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",4.925000079999999,1,100.0,1e-08,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026E.docx,AA5xxx,026E,95.64499993,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,120.0,245.0,,21.0,0.6,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,15.9,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",4.35500008,1,100.0,1e-08,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026F.docx,AA5xxx,026F,95.64499993,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,245.0,,18.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,32.8,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",4.35500008,1,100.0,1e-08,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026G.docx,AA5xxx,026G,94.43499993,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,137.0,174.0,,21.0,1.3,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,15.2,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.565000079999999,1,100.0,1e-08,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026H.docx,AA5xxx,026H,94.43499993,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,108.0,166.0,,21.0,0.1,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,74.2,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.565000079999999,1,100.0,1e-08,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026I.docx,AA5xxx,026I,94.98499993,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,126.0,256.0,,21.0,1.4,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,16.1,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.01500008,1,100.0,1e-08,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026J.docx,AA5xxx,026J,94.98499993,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,98.0,249.0,,22.0,0.1,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,68.1,,,0,0,0,1,0,530°C 5.5 hours,"batch annealing, 370°C 1 hour",5.01500008,1,100.0,1e-08,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026K.docx,AA5xxx,026K,94.49499994,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,144.0,292.0,,21.0,1.4,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,13.7,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"batch annealing, 370°C 1 hour",5.5050000699999995,1,100.0,1e-08,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026L.docx,AA5xxx,026L,94.49499994,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,121.0,292.0,,21.0,0.2,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,37.2,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"batch annealing, 370°C 1 hour",5.5050000699999995,1,100.0,1e-08,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026M.docx,AA5xxx,026M,93.80499994,0.14,0.3,0.75,0.31,4.69,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,139.0,287.0,,19.0,0.9,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,13.0,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"batch annealing, 370°C 1 hour",6.19500007,1,100.0,1e-08,0.14,0.3,0.75,0.31,4.69,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026N.docx,AA5xxx,026N,94.51499994,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08,133.0,276.0,,21.0,1.0,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,15.7,,,0,0,0,1,0,460°C 24 hours,"batch annealing, 370°C 1 hour",5.48500007,1,100.0,1e-08,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026O.docx,AA5xxx,026O,94.51499994,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08,109.0,265.0,,23.0,0.3,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,38.4,,,0,0,0,1,0,460°C 24 hours,"batch annealing, 370°C 1 hour",5.48500007,1,100.0,1e-08,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026P.docx,AA5xxx,026P,92.60499994,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08,118.0,279.0,,18.0,0.4,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,16.0,,,0,0,0,1,0,460°C 24 hours,"batch annealing, 370°C 1 hour",7.39500007,1,100.0,1e-08,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026Q.docx,AA5xxx,026Q,92.60499994,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08,103.0,268.0,,17.0,0.0,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,52.6,,,0,0,0,1,0,460°C 24 hours,"batch annealing, 370°C 1 hour",7.39500007,1,100.0,1e-08,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 026R.docx,AA5xxx,026R,94.32499994,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08,118.0,279.0,,18.0,1.1,mould casting,40.0,350/14400 + 480/86400 + 490/86400,3.0,187200.0,490.0,474.61538461538464,0.0,0.0,93.8,63.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,17.7,,,0,0,0,1,0,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,"batch annealing, 370°C 1 hour",5.675000069999999,1,100.0,1e-08,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08
AA5xxx Card - 026S.docx,AA5xxx,026S,94.32499994,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08,103.0,268.0,,17.0,0.2,mould casting,40.0,350/14400 + 480/86400 + 490/86400,3.0,187200.0,490.0,474.61538461538464,0.0,0.0,93.8,20.0,370/3600,batch,1,3600,370.0,370.0,1,1,0,18.9,,,0,0,0,1,0,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,"batch annealing, 370°C 1 hour",5.675000069999999,1,100.0,1e-08,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08
AA5xxx Card - 027A.docx,AA5xxx,027A,94.69499993,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,120.0,268.0,,24.0,0.7,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,15.2,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.30500008,1,100.0,1e-08,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027B.docx,AA5xxx,027B,94.69499993,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,108.0,262.0,,23.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,34.1,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.30500008,1,100.0,1e-08,0.13,0.19,1e-08,0.41,4.57,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027C.docx,AA5xxx,027C,95.07499993,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,116.0,258.0,,22.0,0.5,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,16.0,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",4.925000079999999,1,100.0,1e-08,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027D.docx,AA5xxx,027D,95.07499993,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,102.0,247.0,,23.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,35.8,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",4.925000079999999,1,100.0,1e-08,0.14,0.2,1e-08,0.42,4.16,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027E.docx,AA5xxx,027E,95.64499993,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,108.0,244.0,,23.0,0.6,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,15.0,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",4.35500008,1,100.0,1e-08,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027F.docx,AA5xxx,027F,95.64499993,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,98.0,237.0,,22.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,40.3,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",4.35500008,1,100.0,1e-08,0.13,0.19,1e-08,0.43,3.6,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027G.docx,AA5xxx,027G,94.43499993,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,116.0,163.0,,23.0,0.4,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,17.1,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.565000079999999,1,100.0,1e-08,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027H.docx,AA5xxx,027H,94.43499993,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,114.0,268.0,,23.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,36.8,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.565000079999999,1,100.0,1e-08,0.13,0.2,1e-08,0.34,4.89,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027I.docx,AA5xxx,027I,94.98499993,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,100.0,248.0,,22.0,0.2,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,26.7,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.01500008,1,100.0,1e-08,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027J.docx,AA5xxx,027J,94.98499993,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,97.0,241.0,,25.0,0.0,mould casting,40.0,530/19800,1.0,19800.0,530.0,530.0,19800.0,1.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,38.9,,,0,0,0,1,0,530°C 5.5 hours,"flash annealing, 500°C 5 minutes",5.01500008,1,100.0,1e-08,0.13,0.2,1e-08,0.2,4.48,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027K.docx,AA5xxx,027K,94.49499994,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,121.0,280.0,,26.0,0.5,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,23.2,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"flash annealing, 500°C 5 minutes",5.5050000699999995,1,100.0,1e-08,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027L.docx,AA5xxx,027L,94.49499994,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,116.0,288.0,,23.0,0.0,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,30.7,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"flash annealing, 500°C 5 minutes",5.5050000699999995,1,100.0,1e-08,0.13,0.18,0.15,0.42,4.62,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027M.docx,AA5xxx,027M,93.80499994,0.14,0.3,0.75,0.31,4.69,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,135.0,303.0,,25.0,0.4,mould casting,40.0,480/86400 + 490/86400,2.0,172800.0,490.0,485.0,0.0,0.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,21.3,,,0,0,0,1,0,480°C 24 hours + 490°C 24 hours,"flash annealing, 500°C 5 minutes",6.19500007,1,100.0,1e-08,0.14,0.3,0.75,0.31,4.69,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027N.docx,AA5xxx,027N,94.51499994,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08,124.0,272.0,,24.0,0.5,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,14.3,,,0,0,0,1,0,460°C 24 hours,"flash annealing, 500°C 5 minutes",5.48500007,1,100.0,1e-08,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027O.docx,AA5xxx,027O,94.51499994,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08,110.0,269.0,,24.0,0.0,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,31.4,,,0,0,0,1,0,460°C 24 hours,"flash annealing, 500°C 5 minutes",5.48500007,1,100.0,1e-08,0.13,0.18,1e-08,0.4,4.53,1e-08,1e-08,0.24,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027P.docx,AA5xxx,027P,92.60499994,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08,195.0,362.0,,24.0,0.8,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,11.4,,,0,0,0,1,0,460°C 24 hours,"flash annealing, 500°C 5 minutes",7.39500007,1,100.0,1e-08,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027Q.docx,AA5xxx,027Q,92.60499994,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08,183.0,368.0,,20.0,0.0,mould casting,40.0,460/86400,1.0,86400.0,460.0,460.0,0.0,0.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,28.0,,,0,0,0,1,0,460°C 24 hours,"flash annealing, 500°C 5 minutes",7.39500007,1,100.0,1e-08,0.13,0.19,1e-08,0.42,4.57,1e-08,1e-08,2.08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 027R.docx,AA5xxx,027R,94.32499994,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08,195.0,362.0,,24.0,1.0,mould casting,40.0,350/14400 + 480/86400 + 490/86400,3.0,187200.0,490.0,474.61538461538464,0.0,0.0,93.8,63.0,500/300,flash,1,300,500.0,500.0,1,0,1,11.0,,,0,0,0,1,0,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,"flash annealing, 500°C 5 minutes",5.675000069999999,1,100.0,1e-08,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08
AA5xxx Card - 027S.docx,AA5xxx,027S,94.32499994,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08,183.0,368.0,,20.0,0.0,mould casting,40.0,350/14400 + 480/86400 + 490/86400,3.0,187200.0,490.0,474.61538461538464,0.0,0.0,93.8,20.0,500/300,flash,1,300,500.0,500.0,1,0,1,19.1,,,0,0,0,1,0,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,"flash annealing, 500°C 5 minutes",5.675000069999999,1,100.0,1e-08,0.14,0.32,1e-08,0.34,4.72,1e-08,1e-08,1e-08,0.005,0.15,1e-08,1e-08
AA5xxx Card - 028A.docx,AA5xxx,028A,98.49499993,0.1,0.2,1e-08,0.05,1.15,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,50.0,120.0,,28.0,0.0,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,35.0,,,0,0,0,1,0,520°C > 5 hours,"batch annealing, 350°C 2 hours",1.5050000799999994,1,100.0,1e-08,0.1,0.2,1e-08,0.05,1.15,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 028B.docx,AA5xxx,028B,97.09499993,0.1,0.2,1e-08,0.4,2.2,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,90.0,190.0,,23.0,,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,30.0,,,0,0,0,1,1,520°C > 5 hours,"batch annealing, 350°C 2 hours",2.9050000799999998,1,100.0,1e-08,0.1,0.2,1e-08,0.4,2.2,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 028C.docx,AA5xxx,028C,95.74499993,0.1,0.2,1e-08,0.45,3.5,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,120.0,235.0,,22.0,,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,12.5,,,0,0,0,1,1,520°C > 5 hours,"batch annealing, 350°C 2 hours",4.255000079999999,1,100.0,1e-08,0.1,0.2,1e-08,0.45,3.5,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 028D.docx,AA5xxx,028D,94.78999993,0.1,0.2,1e-08,0.65,4.2,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08,140.0,270.0,,23.0,,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,25.0,,,0,0,0,1,1,520°C > 5 hours,"batch annealing, 350°C 2 hours",5.2100000799999995,1,100.0,1e-08,0.1,0.2,1e-08,0.65,4.2,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08
AA5xxx Card - 028E.docx,AA5xxx,028E,93.78999993,0.1,0.2,1e-08,0.55,5.3,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08,170.0,300.0,,20.0,,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,,,,0,0,0,1,1,520°C > 5 hours,"batch annealing, 350°C 2 hours",6.2100000799999995,1,99.99999999999999,1e-08,0.1,0.2,1e-08,0.55,5.3,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08
AA5xxx Card - 028F.docx,AA5xxx,028F,92.68999993,0.1,0.2,1e-08,0.65,6.3,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08,180.0,340.0,,20.0,,DC,550.0,520/18000,1.0,18000.0,520.0,520.0,18000.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,,,,0,0,0,1,1,520°C > 5 hours,"batch annealing, 350°C 2 hours",7.310000079999999,1,100.0,1e-08,0.1,0.2,1e-08,0.65,6.3,1e-08,1e-08,1e-08,0.06,1e-08,1e-08,1e-08
